language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Ba za ka taɓa samun jama’a a cikin waɗannan garuruwan ba face sun himmatu da karatun Alƙur’ani da tajawidinsa (Hukunce-hukuncen karatun Alƙur’ani), haddace shi da kuma rubuta shi",culture_and_religion,Quranic education,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Dongane da wannan gaɓa, har ya zuwa yau ɗin nan (2019), akwai wasu unguwanni a cikin garin Maiduguri, kamar irin su Dikeciri da sauran su, waɗanda duk gidan da ka shiga ba za ka rasa mahaddacin Alƙur’ani guda ɗaya ba, kamar yadda Ahmad Sa’ad Ngamdu ya shaida mana a cikin tattaunawar da muka yi da shi a ranar Lahadi 11/6/2019 a Abuja",culture_and_religion,Islamic religious practice,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Zinder,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Haka nan kuma akan same su a Yammacin Nijar, jahar Zinder; Kudu-Maso-Gabashin Chadi; Arewacin Kamaru",culture_and_religion,Geographical locations,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sannan kuma akwai su ‘yan kaɗan a Kudancin Libiya; warwatse a Sudan da kuma Jamhuriyar Gabon,culture_and_religion,Hausa communities in Libya and Sudan,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Bayan waɗannan gurare kuma ana samun Kanurai a garuruwan Lafiyan Barebari, cikin jahar Nassarawa; garin Tofa, Kano duk a cikin jahar Kano; Zaria a jahar Kaduna; Gwaram, Dutse, Haɗejia, Kirikasamma, Mallam Madori duk a cikin jahar Jigawa da kuma sauran guraren da ƙididdige su yake da wahala",culture_and_religion,Hausa cultural and geographic locations,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Manazarta Abubakar B,culture_and_religion,Personal name,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"net/publication/[PHONE], a shekarar 2017",media_and_online,publication date,public_interest,,safe,TRUE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Topics in West African History,education,West African History,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,An ciro daga shafin: cƙs,media_and_online,online content,specialized_advice,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,ng/2011/01/nigeria-state-and-capital-with-their,governance_civic,Nigeria state and capital,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Duk da cewa, a yanzu akwai wasu manyan madafun iko da Fulani suke riƙe da su a duniya, ana kuma yi musu kallon cewa su suka fi kowace ƙabila yawan makiyaya a duniya",culture_and_religion,Fulani herders and power,stereotypes,ethnicity,sensitive,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Kujerar mataimakin shugaban ƙasar Salo da Mohammed Juldeh Jalloh yake riƙe da ita,governance_civic,Political leadership,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Saboda haka sai suka tashi da harshen mahaifiyarsu wanda shi ne Fullanci,culture_and_religion,language use,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Ita kuwa Ɓajjomaggu da mahafinta mutanen Rumu ne, wanda suna ne na daula mai ƙarfi kafin zuwan Musulunci",culture_and_religion,Hausa history and culture,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Abudllahi Gwandu ya rubuta a cikin littafinsa mai suna Tazyinul Waraƙaati wanda ya rubuta a shekarar (1807A,culture_and_religion,Hausa author and book,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sannan ya ci gaba da cewa: “Haƙiƙa mun san cewa Ruma ɗan Isi ɗan Ishaƙa ɗan Ibrahim Allah ya yarda da su,culture_and_religion,Religious beliefs,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sai ya zauna yana karantar da su addini da shari’o’i,culture_and_religion,religious education,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Sokoto,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Wazirin Sakkwato Muhammadu Junaidu wanda yake shi kuma jika ne ga Nana Asma’u ɗiyar Shehu Ɗanfodiye ya rubuta su a bokwance kamar haka: “Dieta, Woya, Roroba da kuma Nasi”",culture_and_religion,Waziri Sakkwato and Nana Asma'u,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Ya bar ‘ya’yansa tare da mafiyarsu”,household_and_care,leaving family,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Suna iya zama da kowace ƙabila su koyi yarenta, da al’adunta da sana’ointa su kuma yi auratayya a duk gurin da suka samu kansu",culture_and_religion,cultural practices,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Akwai kyawawan misalai game da wannan a ƙasar Hausa, Nupe da kuma Ilori ta jahar Kwara duk a Najeriya",culture_and_religion,Hausa culture and language,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Fulani sun bayar da gagarumar gudunmawa wajen yaɗa addinin Musulunci da kuma jaddada shi a Yammacin Nahiyar Afrika,culture_and_religion,Spread of Islam in West Africa,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Fulani Wangarawa, su suka kawo karatunAlƙur’ani Kanoa zamani sarkin Kano Ali Yaji (1349 – 1385)",culture_and_religion,Fulani Wangara and Kano history,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Infaƙul Maisuri fiy Taarikhil Biladil Takrur,culture_and_religion,History of Takrur region,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Sokoto,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Wallafar Mallam Abubakar Usman da Alhaji Abdurrahman bn Alhaji Abubakar, Sakkwato 1956",culture_and_religion,Wallafa (writing) about Mallam Abubakar Usman and Alhaji Abdurrahman,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Junaidu M,culture_and_religion,personal name,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wikipedia (2019),media_and_online,Wikipedia,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Mutane ne masu son junansu da kuma haɗin kai a tsakanin su,culture_and_religion,social cohesion,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Sai dai, Boahen, Ajayi da Tidy (1986), sun saɓa da waccar ruwaya ta Muhammadu Ballo inda suka ce Yarabawa mutane ne waɗanda dama tun asali suke zaune a wannan matsugunni da suke a yanzu tsawon dubunnan shekaru da suka shuɗe bisa la’akari da abin da bincike ya tabbatar daga shi kansa harshen Yarabancin da kuma kimiyyar tarihi (Archeology)",culture_and_religion,Hausa history and language,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Barazil da kuma Salo,culture_and_religion,countries and places,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wannan mutum dai shi ne Bayarabe a taƙaice,culture_and_religion,describing a person,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,(Babu shekara),culture_and_religion,time period,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Topics in West African History, Second Edition",education,West African history,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,The History of Yorubas From the Earliest Times to the Beginning of the British Protectorate,culture_and_religion,History of Yorubas,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Dietrich School of Arts and Sciences, University of Pittsburgh",education,university education,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tsarin zaman Bahaushe, cike yake da jagoranci da taimakon juna tun daga gida har zuwa kan sarki",culture_and_religion,Hausa social system,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Ƙaramin Gida Ƙaramin gida, shi ne yanki mafi ƙanƙanta a yanayin zamantakewar Bahaushe, shi ne gidan da yake ɗauke da miji da mata kawai; waɗanda kuma su ne tushe ko tubalin gina iyali",household_and_care,Hausa household and family,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Gandu Gandu shi ne babban gida a Hausance,culture_and_religion,Hausance main house,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wato zuriya guda,culture_and_religion,family,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Idan aka samu tattaruwar irin waɗannan gidaje, sai su samar da unguwa",livelihoods_and_work,community development,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Shi ne mai bayar da aure a gidan sannan kuma shi ne mai karɓowa, shi ne mai sasanta tsakanin duk waɗanda suka samu saɓani a tsakani da sauransu",culture_and_religion,Marriage arrangement,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Unguwa Haɗuwar ɗaiɗaikun gidaje waɗanda ka iya zama gandu ko kuma ƙaramin gida, da yawa a waje guda shi ke samar da unguwa",household_and_care,Residential area,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Dagaci shi ne idon hukuma a garinsa,governance_civic,Authority figure,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Hakimi shi yake zama idon hukuma; wato wakilin sarki a gudunma,governance_civic,governance and representation,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Dukkan wani saƙo da sarki yake son isarwa ga jama’a, zai fara tura shi zuwa ga hakimai, su kuma su turawa dagatai, dagatai kuma su turawa masu unguwanni, su kuma kodai su isar da shi kai tsaye ko kuma su isar da shi zuwa ga shuwagabannin gandu",governance_civic,Government communication to public,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Sarki, shi ne yake shugabantar masarauta",governance_civic,political leadership,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Jahar Kano tana da ƙananan hukumomi arba’in da huɗu ƙarƙashin shugabancin ciyamomi araba’in da huɗu da gwamna ɗaya, haka ma Masarautar Kano tana da gundumomi arba’in da huɗu ƙarƙashin jagoranci hakimai arba’in da huɗu da kuma sarki guda ɗaya a sama",governance_civic,Local government structure,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Sannan kuma idan muka ɗauki Masarautar Dutse daga cikinsu, za mu samu cewa akwai ƙaramar hukuma ɗaya mai gundumomi da yawa",governance_civic,Dutse emirate government,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Misali, ƙaramar hukumar Gwaram, a cikin Jahar Jigawa, tana da gundumomin hakimai sama da biyar a cikinta",governance_civic,local government area,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Kamar irin su Sara, Gwaram, Fagam da sauransu",culture_and_religion,people and places,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Babu maganar wani a saman tasa, idan ya ce e, to e, ne haka ma kuma ‘a’a",culture_and_religion,Making decisions,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Sarkin wani gari ne yake fita ya yaƙi wani sarkin, da haka-da-haka har sai ya faɗaɗa ƙasarsa",governance_civic,Warfare between rulers,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Cuɗanya Cuɗanya a nan tana nufin yadda wane da wane suke haɗuwa su gudanar da rayuwarsu ta fuskar mu’amala da ta shafi kamar cinikayya, zaman hira, auratayya, da saurnsu",culture_and_religion,Hausa social relationships,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Wannan kalma kuwa ma’anarta ita ce, taimake-ni-in-taimake-ka ko kuma kai tsaye a ce taimakon juna",culture_and_religion,Mutual assistance,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Idan kuma muka zarce muka kalli aikin gayya, za mu ga cewa, salon aiki ne da ‘yan’uwa da abokan arziƙi ke haɗuwa su taya mutum aiki a gida ko a gona ba tare da ya biya kuɗi ba",livelihoods_and_work,work and family support,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Haka nan idan muka ɗauki bikin suna ga misali, za mu ga shima a cike yake da wannan al’ada mai kyau ta taimakon juna a dukkan ɓangarori biyu; ɓangaren mata da kuma ɓangaren maza",culture_and_religion,Hausa cultural traditions,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A duk lokacin da Bahaushe zai yi sunan ɗansa; da ma’ana ta abin haihuwa mace ko namiji, za ka taras cewa, maza sukan dafa abinci ko kuma su samu ɗanyen abinci su aikawa da mai gida gudunmawarsu saboda sun san mata za su taru a wannan gidan wajen taya ‘yar’uwarsu mace murna",culture_and_religion,Hausa cultural practices,stereotypes,gender,sensitive,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Idan ma kuma layi ka fito, haka za ka ga ɗan Bahaushe idan ya hangi wani mutum mai shekaru ɗauke da kaya, zai je ya karɓe shi ya kai masa gida domin shi wannan tsoho mai shekaru ya samu hutu da sauransu",culture_and_religion,Helping the elderly,public_interest,age,sensitive,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Amma fa duk da haka, ko kuma na ce har yanzun, ba a rasa nagartattu kuma cikakkun Hausawa waɗanda ke riƙe da waccar tsohuwar kyakkyawar al’ada a birane da kuma karkarun Ƙasar Hausa a cikin Zamantakewarsu",culture_and_religion,Hausa culture and traditions,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wannan zama shi ya kai ga ƙaddamar da wannan Tarraya ta Afirka a garin Durban na Afirka ta Kudu a ranar 9 ga watan Yuli na shekarar 2002,culture_and_religion,hosting African conference,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Majalisar Zartarwa (The Executive Council) Majalisar zartarwa, majalisa ce da ta ƙunshi ministocin harkokin waje na mambobin-jahohi ko kuma duk wanda ƙasar ta wakilta",governance_civic,Executive council,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Majalisar Fan-Afirka (The Pan-African Parliament) An kafa wannan majalisa a shekarar 2004,governance_civic,Pan-African Parliament,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"An yi wa wannan majalisa matsugunni na din-din-din a Midrand, Johannesburg, Republic of South Africa",culture_and_religion,Hausa community event,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Yana da dama ta kafa kwamitocin gudanar da aikinsa a duk lokacin da buƙatar hakan ta taso,livelihoods_and_work,work management,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Kwamatin harkokin kuɗi da kadarori (The Committee on Monetary and Financial Affairs),governance_civic,committee on monetary and financial affairs,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,An samar da ita a shekarar 2005 don ta ƙulla dangataka tsakanin Gwamnatin Tarayyar Afirka da ƙungiyoyin Jama’a,governance_civic,Partnerships between African Union and organizations,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,An ciro a shekarar 2016 daga shafin: www,media_and_online,online resource,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,org/ny_archives/08%20Guides/AU_08,media_and_online,file path,specialized_advice,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,pdf Laporte G,education,book or document,specialized_advice,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Modern Centre for Business Services - Ethiopia,livelihoods_and_work,business services,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Turai ta kasance cibiyar da ta samu gagarumar nasara ta fuskacin tattalin arziƙi da al’adu tun tale-tale, (Encarta, 2009, P",livelihoods_and_work,economic success,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Ya kafa hujja da cewa, 1948 shekara ce da ke da tasiri sosai ga Tarayyar Turai inda a cikinta aka gudanar da taron da ya haɗa mutane ɗari bakwai da hamsin (750) daga dukkanin ƙasashen Turawa a yunƙurin kafa ƙungiyar “Organisation for European Economic Co-operation” (OEEC)",governance_civic,1948 European conference,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Kafa wannan ƙungiya -European Economic Community (EEC), ya biyo bayan tattaunawa da waɗannan ƙasashe guda biyar: Belgium, France, Italy, Luvembourg, the Netherlands da West Germany suka yi a birnin Rome cikin shekarar 1957, inda suka rattaba hannu kan samar da ƙungiyar",governance_civic,European Economic Community formation,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tun bayan haɗe waɗannan ƙungiyoyi zuwa abu ɗaya, aka samu ƙaruwar mambobi da ke ƙara shiga wannan yarjejeniya a yankin Turai",governance_civic,Hausa organization merger,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Mambobi Daga wancan lokaci zuwa yau (1958 zuwa 15/01/2016), wannan tarayya ta Turai tana da mambobi 28 da kowacce ɗaya ta ke kamar a matsayin jaha (member state) da suka haɗa da: Ƙasa Babban birni Ƙasa Babban birni Austria Vienna Croatia Zagreb Belgium Brussels Cyprus Nicosia Bulgaria Sofia Czech Republic Prague Denmark Copenhagen Estonia Tallinn Finland Helsinki Germany Berlin France Paris Greece Athens Hungary Budapest Ireland Dublin Italy Rome Latvia Riga Lithuania Vilnius Luxembourg Luxembourg Malta Valletta Netherlands Amsterdam Poland Warsaw Portugal Lisbon Romania Bucharest Slovakia Bratislava Sloɓenia Ljubljana Spain Madrid Sweden Stock holm United Kingdom London Tsarin Gudanarwa Wannan Tarayya ta Turai tana da rassan gudanarwa ko hukumomi guda bakwai da kowace ɗaya na da nata aikin",governance_civic,European Union members,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Majalisar Tarayyar Turai (Council of the European Union),governance_civic,European Union,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Babbar Kotun Tarayyar Turai (Court of Justice of the European Union),governance_civic,European Union court,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Ana gudanar da zaɓen mambobin wannan majalisa bayan shekaru biyar,governance_civic,Election of legislature members,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wannan majalisa ita ke zaɓarwa kanta-da-kanta shugabanci duk bayan shekaru biyu da rabi,governance_civic,Political leadership,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Tattalin Arziƙi Tarayyar Turai na da dunƙulalliyar hanyar kasuwanci a tsakankanin mambotinta wacce ke samar mata da maƙudan kuɗaɗen shiga,livelihoods_and_work,International trade,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Manazarta: European Union (2015),governance_civic,European Union,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,htm Guzzetti L,unknown,Unclear fragment,unknown,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,A Brief History of European Union Research Policy,education,European Union research,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Daula ce da ta kafu ta hanyar faɗaɗa mulkinta cikin wasu ƙasashe a duniya, wanda ta fara a cikin ƙarni na goma sha biyar, sannan kuma ta ƙare a cikin ƙarni na ashirin a lokacin da ta damƙa ƙasar Hong-Kong ga China a shekarar 1997",governance_civic,Hausa Empire expansion,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tarihi ya nuna cewa, wannan Daula ta Birtaniya ita ta zama daula mafi girma a duniya (Wikipedia, 2017; New World Encyclopedia, 2016)",culture_and_religion,Hausa history,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Daular Birtaniya ta Farko Daular farko ta Birtaniya, ta fara ne daga shekarar 1583 zuwa 1783 (Wikipedia, 2017; University of Wien, 2017; Microsoft Encarta, 2009; Encyclopaedia Britannica, 2010)",culture_and_religion,Hausa history,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Fafutikar neman hanyoyin kasuwanci, neman ‘yancin addini da kuma gasa da wasu ƙasashen duniya kamar irin su Andulusiya (Spain) da kuma Faransa, shi ne abin da ya haifar da faɗaɗuwar Daular Birtaniya (Luscombe, 2012; Bielefeld University, 2017; Microsoft Encarta, 2009; Encyclopaedia Britannica, 2010)",governance_civic,History of colonization,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Sai kuma ta sake cin Maryland 1634, Rhode Island kuma a cikin shekarar 1636, Connecticut, a shekarar 1639",culture_and_religion,historical events,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A ciki shekarar 1664, Ingila ta ƙwaci New Amsterdam daga hannun Netherlands, sannan ta canja mata suna zuwa New York",culture_and_religion,History,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A shekarar 1681, William Penn, ya mallaki Pennsylvania",culture_and_religion,Historical event,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A cikin shekarar 1663, sai kuma Amsterdam a cikin shekarar 1664",culture_and_religion,historical dates,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wato kenan muna iya cewa daga 1778 har zuwa abin da ya haura 1918,culture_and_religion,historical period,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Chicago: Encyclopædia Britannica Luscombe S,education,encyclopedia reference,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"An Ciro a shekarar 2017, daga shafin: [URL]",media_and_online,Year 2017,public_interest,,safe,TRUE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,uk/ Microsoft Encarta,media_and_online,Microsoft Encarta,specialized_advice,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Age of Exploration Timeline,education,exploration timeline,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,softschools,education,software,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Khartoum,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Fitowar wannan jama daga Yamen, sun shigo ta ƙasar Sudan ta yau, inda suka yada zango a garin Kartum",governance_civic,Migration from Yemen to Sudan,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sun zaɓi su kira shi da wannan suna dan ya riƙa tuna musu da zaman da suka taɓa yi a garin ‘Khartoum’ wanda ke cikin ƙasar Sudan ta yau,culture_and_religion,Remembering past events,public_interest,,safe,FALSE,,,
